search_keyword,product_name,product_url,supplier_name,supplier_url,price,phone,city,state,locality,location_ui,rating,image,catid,mcatid,itemid,dispid,brand,capacity,power,ac_type,function_type,isq_attributes,scraped_at
Electric Oven,"MS Electrical Oven, Capacity: 500 Sets / Month",https://www.indiamart.com/proddetail/ms-electrical-oven-6318436348.html?pos=3&kwd=electric%20oven&tags=rk:B|plc:1|dt:0|db:01||dtp:p|pfs:1|sv:S|rsf:gd||ri:S_B_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19823|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city|r=4,Arun Rega Bakery Machineries Private Limited,https://www.arunrega.co.in/?pos=3&kwd=electric%20oven&tags=rk:B|plc:1|dt:0|db:01||dtp:p|pfs:1|sv:S|rsf:gd||ri:S_B_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19823|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,Ask Price,,Coimbatore,Tamil Nadu,Kalapatti,Coimbatore,4.0,http://5.imimg.com/data5/SELLER/Default/2025/8/541227182/GL/BH/XU/2008697/ms-electrical-oven-1000x1000.jpg,126,8773,47221325,6318436348,Aruns,500 Sets / Month,,,,Thickness=Domestic; Brand=Aruns; Size/Dimension=Medium; Voltage=220V-380V; Capacity=500 Sets / Month; Material=MS,2026-02-01T11:56:37.030957+00:00
Electric Oven,Rotary Rack Oven,https://www.indiamart.com/proddetail/rotary-rack-oven-22439384248.html?pos=4&kwd=electric%20oven&tags=rk:A|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:320000|ri:T_A_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19823|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city|r=3,Omega Refrigeration Air Conditioning Engineers,https://www.indiamart.com/omegaindustries-coimbatore/?pos=4&kwd=electric%20oven&tags=rk:A|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:320000|ri:T_A_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19823|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,"₹ 3,20,000",,Coimbatore,Tamil Nadu,Edayarpalayam,Coimbatore,3.4,http://5.imimg.com/data5/SELLER/Default/2022/11/LB/LE/RL/2288337/rack-oven-500x500.jpeg,126,8773,153502320,22439384248,,,,,,Number of Tray=12 Trays; Power Source=Electric; For Baking=Biscuit/Cookies; Operation Type=Automatic; Usage/Application=Bakery; Body Material=Mild Steel; Door Type=Single Door,2026-02-01T11:56:37.030957+00:00
Electric Oven,Electric Mandi oven,https://www.indiamart.com/proddetail/electric-mandi-oven-2855365053348.html?pos=5&kwd=electric%20oven&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:185000|ri:T_B_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19823|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city|r=4,Sri Shanthi Food Machines,https://www.srishanthi.com/?pos=5&kwd=electric%20oven&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:185000|ri:T_B_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19823|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,"₹ 1,85,000",,Coimbatore,Tamil Nadu,sundakkamuthur,Coimbatore,4.4,http://5.imimg.com/data5/ANDROID/Default/2024/11/469021083/FX/QK/XK/66428686/prod-20241129-1015463468743642427841917-jpg-1000x1000.jpg,126,8773,288249531,2855365053348,,,,,,,2026-02-01T11:56:37.030957+00:00
Electric Oven,"KR E306 ED Stainless Steel Electric Oven, Capacity: 70 L",https://www.indiamart.com/proddetail/kr-e306-ed-stainless-steel-electric-oven-2855652778033.html?pos=6&kwd=electric%20oven&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:18000|ri:M_B_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19823|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,K R Bakery Equipments & Kitchen Equipments,https://www.indiamart.com/krbakeryequipments-kitchenequipments/?pos=6&kwd=electric%20oven&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:18000|ri:M_B_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19823|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,"₹ 18,000",,Coimbatore,Tamil Nadu,,Coimbatore,,http://5.imimg.com/data5/SELLER/Default/2025/1/484942538/YB/BE/WZ/149451048/kr-e306-ed-electric-oven-1000x1000.jpg,126,8773,291126778,2855652778033,KR,70 L,,,,Weight=258 Kg; Dimensions=1340x950x1690 cm (LxWxH); Power.=25.2KW/hr; Number Of Decks=3 Deck; Capacity=70 L; Oven Type=Electric Oven; Material=Stainless Steel; Model Number=E306 ED; Brand=KR,2026-02-01T11:56:37.030957+00:00
Electric Oven,Combination Oven,https://www.indiamart.com/proddetail/combination-oven-8300148033.html?pos=7&kwd=electric%20oven&tags=rk:B|plc:1|dt:0|db:01||dtp:p|pfs:1|sv:T|rsf:gd||ri:T_B_0_P|em:0-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19823|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city|r=3,Sabari Trading Corporation,https://www.stckitchenequipment.com/?pos=7&kwd=electric%20oven&tags=rk:B|plc:1|dt:0|db:01||dtp:p|pfs:1|sv:T|rsf:gd||ri:T_B_0_P|em:0-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19823|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,Ask Price,,Coimbatore,Tamil Nadu,Nallampalayam,Coimbatore,3.3,https://3.imimg.com/data3/TJ/UQ/MY-5301338/combination-oven-250x250.jpg,126,8773,60139464,8300148033,,,,,,,2026-02-01T11:56:37.030957+00:00
Electric Oven,"Industrial Fully Automatic Electric Oven, 800 W, Capacity: 45 Breads/ Batch",https://www.indiamart.com/proddetail/fully-automatic-electric-oven-22512323197.html?pos=8&kwd=electric%20oven&tags=rk:B|plc:1|dt:0|db:01||dtp:p||sv:M|rsf:gd||ri:M_B_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19823|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city|r=5,Imayam Engg. Works,https://www.indiamart.com/imayam-engineering-works/?pos=8&kwd=electric%20oven&tags=rk:B|plc:1|dt:0|db:01||dtp:p||sv:M|rsf:gd||ri:M_B_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19823|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,Ask Price,,Coimbatore,Tamil Nadu,Eachanari,Coimbatore,5.0,http://5.imimg.com/data5/ANDROID/Default/2021/4/GL/LE/KJ/865121/prod-20210415-1711413413430463975132945-jpg-500x500.jpg,126,8773,154231709,22512323197,Imayam,45 Breads/ Batch,800 W,Automatic,,Number Of Decks=1; Control Type=Automatic; Application Type=Restaurant; Type=Automatic; Machine Body Material=Stainless Steel; Material=Stainless Steel; Phase=3 Phase; Size/Dimension=Large; Baking Capacity=12 trays; Features=automatic; Portable=fleg; Package=1 pack; Brand=Imayam; Country of Origin=Made in India; Power=800 W; Oven Type=Industrial; Power Source=Electric; Capacity=45 Breads/ Batch,2026-02-01T11:56:37.030957+00:00
Electric Oven,"Small Bakery Oven, Capacity: 100-500 Kg",https://www.indiamart.com/proddetail/small-bakery-oven-20256618191.html?pos=9&kwd=electric%20oven&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:265000|ri:T_B_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19823|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city|r=3,Phoenix Bakery Equipments,https://www.phoenixbakeryequipments.com/?pos=9&kwd=electric%20oven&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:265000|ri:T_B_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19823|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,"₹ 2,65,000",,Coimbatore,Tamil Nadu,Rg Pudur,Coimbatore,3.7,http://5.imimg.com/data5/SELLER/Default/2022/11/LV/AG/PD/63461551/small-bakery-oven-500x500.jpeg,126,8773,131674659,20256618191,,100-500 Kg,,Bakery Oven,,Power Source=Electric; Capacity=100-500 Kg; For Baking=Bread/Bun; Operation Type=Automatic; Size=Small / Mini; Type=Bakery Oven; Operation Mode=Automatic; Machine Body Material=SS; Body Material=Stainless Steel; Door Type=Single Door; Portability=Portable; Maximum Temperature=200-400 DegreeC; Power Consumption (KW)=1.2 KW; Voltage=220 V; Warranty=1 Year; Certification=ISO; Weight=700KG; Number Of Trays=2; Condition=New; Country of Origin=Made in India; Type of Machine=Bakery Oven; Usage/Application=Bakery,2026-02-01T11:56:37.030957+00:00
Electric Oven,"Oven 18x18x18 Analog, 220 VAC, Capacity: 45 liter",https://www.indiamart.com/proddetail/oven-18x18x18-analog-2856532160830.html?pos=10&kwd=electric%20oven&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:10660|ri:T_B_0_P|em:0-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19823|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city|r=4,Vihasmart Enterprises,https://www.vihasmartequipments.com/?pos=10&kwd=electric%20oven&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:10660|ri:T_B_0_P|em:0-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19823|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:8|v=4|crs=xnh-city,"₹ 10,660",,Coimbatore,Tamil Nadu,Chinnavedampatti,Coimbatore,4.6,http://5.imimg.com/data5/SELLER/Default/2025/9/544027677/LZ/LS/UO/22053416/oven-18x18x18-analog-1000x1000.jpg,126,8773,299920606,2856532160830,,45 liter,220 VAC,,,"No Of Trays=3; Material=Stainless Steel; Chamber Size (W*H*D) mm=18"" x 18"" x 18"" (LxWxH); Country of Origin=Made in India; Capacity=45 liter; Power=220 VAC",2026-02-01T11:56:37.030957+00:00
Electric Oven,"Domestic 78 Ltrs Crompton Grandart Steam Oven, 1200 W",https://www.indiamart.com/proddetail/78-ltrs-crompton-grandart-steam-oven-2857731091430.html?pos=11&kwd=electric%20oven&tags=rk:C|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:120000|ri:M_C_0_P|em:0-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19822|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city|r=5,Peakwatt'S Store,https://www.indiamart.com/peakwattsstore-coimbatore/?pos=11&kwd=electric%20oven&tags=rk:C|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:120000|ri:M_C_0_P|em:0-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19822|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,"₹ 1,20,000",,Coimbatore,Tamil Nadu,,Coimbatore,5.0,http://5.imimg.com/data5/SELLER/Default/2025/10/553645476/DK/BF/YM/99865610/78-ltrs-crompton-grandart-steam-oven-1000x1000.webp,126,8773,311909912,2857731091430,Crompton,78 L,1200 W,,,Capacity=78 L; Material=Stainless Steel; Color=Midnight black; Door Type=Single Door; Power=1200 W; Oven Type=Domestic; Brand=Crompton,2026-02-01T11:56:37.030957+00:00
Electric Oven,Electric Oven,https://www.indiamart.com/proddetail/electric-oven-3837146291.html?pos=12&kwd=electric%20oven&tags=rk:C|plc:1|dt:0|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_C_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19822|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city|r=2,Sri Krishka Industries,https://www.indiamart.com/srikrishka-industries/?pos=12&kwd=electric%20oven&tags=rk:C|plc:1|dt:0|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_C_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19822|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,Ask Price,,Coimbatore,Tamil Nadu,Ondipudur,Coimbatore,2.5,https://2.imimg.com/data2/JP/XP/MY-3575278/electric-oven-250x250.jpg,126,8773,29627115,3837146291,,,,,,,2026-02-01T11:56:37.030957+00:00
Electric Oven,"Capacity(Litre): 60Litres 230V Electric Built In Oven, Size/Dimension: Large, Capacity: 60 Litres",https://www.indiamart.com/proddetail/electric-built-in-oven-13066631448.html?pos=13&kwd=electric%20oven&tags=rk:C|plc:1|dt:0|db:01|prc:1|dtp:p||sv:VGP|rsf:gd|prv:51775|ri:VGP_C_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19822|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city|r=2,New Wave Kitchens,https://www.indiamart.com/newwavekitchens/?pos=13&kwd=electric%20oven&tags=rk:C|plc:1|dt:0|db:01|prc:1|dtp:p||sv:VGP|rsf:gd|prv:51775|ri:VGP_C_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19822|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,"₹ 51,775",,Coimbatore,Tamil Nadu,Trichy Road,Coimbatore,2.5,http://4.imimg.com/data4/GU/FM/MY-7331935/convection-oven-500x500.jpg,126,8773,86991732,13066631448,Sleek & Faber,60 Litres,,,,Brand=Sleek & Faber; Capacity=60 Litres; Oven Type=Domestic; Capacity(Litre)=60Litres; Model Name/Number=Eric; Power(Watt)=230V; Color=Black; Material=Stainless Steel; Size/Dimension=Large; Door Type=Single Door; Air-Flow Direction=back; Portable=yes; Convection=yes; Glass=Front Door SS with Transparent Glass,2026-02-01T11:56:37.030957+00:00
Electric Oven,"Single Phase Automatic Electric Bakery Oven, for Cakes",https://www.indiamart.com/proddetail/electric-bakery-oven-20783128733.html?pos=14&kwd=electric%20oven&tags=rk:C||dt:8|db:01|prc:1|dtp:p||sv:VGP|rsf:gd|prv:245000|ri:VGP_C_50_NP|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19822|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city|r=3,Aanson Bakery Machines,https://www.indiamart.com/aansonbakerymachines/?pos=14&kwd=electric%20oven&tags=rk:C||dt:8|db:01|prc:1|dtp:p||sv:VGP|rsf:gd|prv:245000|ri:VGP_C_50_NP|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19822|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,"₹ 2,45,000",,Singanallur,Tamil Nadu,ELGI Nagar,Singanallur,3.7,http://5.imimg.com/data5/KC/FK/YJ/SELLER-51097487/electric-bakery-oven-500x500.jpg,126,8773,136939765,20783128733,,,,Automatic,,"Application=Cakes; Type=Automatic; Phase=Single Phase; Power Source=Electric; Frequency=50 Hz; Usage=Hotel, Restaurant",2026-02-01T11:56:37.030957+00:00
Electric Oven,Baking Ovens,https://www.indiamart.com/proddetail/baking-ovens-1508009762.html?pos=15&kwd=electric%20oven&tags=rk:C|plc:1|dt:0|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_C_0_P|em:0-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19822|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,Sharp Tools,https://www.indiamart.com/sharptools-coimbatore/?pos=15&kwd=electric%20oven&tags=rk:C|plc:1|dt:0|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_C_0_P|em:0-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19822|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,Ask Price,,Coimbatore,Tamil Nadu,Kalappatti,Coimbatore,,https://2.imimg.com/data2/UT/YN/IMVENDOR-573097/16-250x250.jpg,126,8773,13523070,1508009762,,,,,,,2026-02-01T11:56:37.030957+00:00
Electric Oven,Industrial Electrical Oven,https://www.indiamart.com/proddetail/industrial-electrical-oven-13372727988.html?pos=16&kwd=electric%20oven&tags=rk:TS|plc:1|dt:0|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_TS_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19822|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,Sri Bhagavathi Industries,https://www.indiamart.com/sri-bhagavathi-industries/?pos=16&kwd=electric%20oven&tags=rk:TS|plc:1|dt:0|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_TS_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19822|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,Ask Price,,Coimbatore,Tamil Nadu,Ganapathy Nagar,Coimbatore,,https://4.imimg.com/data4/DT/GE/GLADMIN-2316795/4-250x250.jpg,78,185108,88597522,13372727988,,,,,,,2026-02-01T11:56:37.030957+00:00
Electric Oven,Elica EPBI Combo 390 Electric Combination Oven,https://www.indiamart.com/proddetail/elica-epbi-combo-390-electric-combination-oven-20333014855.html?pos=17&kwd=electric%20oven&tags=rk:C||dt:90|db:02||dtp:p||sv:VGP|rsf:gd||ri:VGP_C_100_NP|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19822|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city|r=3,Nature Hi-Tech,https://www.indiamart.com/nature-hi-tech/?pos=17&kwd=electric%20oven&tags=rk:C||dt:90|db:02||dtp:p||sv:VGP|rsf:gd||ri:VGP_C_100_NP|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19822|com-cf:nl|ptrs:na|mc:8773|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260130|mrd:260101|prdt:260201|msf:hs|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:7|v=4|crs=xnh-city,Ask Price,,Erode,Tamil Nadu,Veerappanchatram,Erode,3.7,https://5.imimg.com/data5/XG/DJ/MY-68360795/elica-electric-combination-oven-500x500.jpg,126,8773,132438626,20333014855,Elica,,,,,Brand=Elica; Carcase Dimensions=560 x 510 x 450 mm; Control=Capacitive Touch; Finish=Stainless Steel and Glass; Product Family=39 Liter Electric Built in Microwave; Model=EPBI Combo 390; Warranty=1 Year; Dimension=595 x 525 x 455 mm,2026-02-01T11:56:37.030957+00:00
